TAIR ID;Short name;Full name;downregulated in following transcriptomes;upregulated in following transcriptomes;the number of transcriptomes where registered as DEG (FDR<0.05);start of expression changes;1_logFC_0.5h_PRJEB19862;2_logFC_0.5h_GSE18975;3_logFC_1h_GSE149410;4_logFC_1h_GSE18975;5_logFC_2h_GSE3350;6_logFC_2h_GSE35580;7_logFC_2h_GSE42896;8_logFC_2h_GSE627;9_logFC_3h_GSE18975;10_logFC_3h_GSE58028;11_logFC_4h_SRP033494;12_logFC_4h_GSE42007;13_logFC_4h_GSE7432;14_logFC_6h_SRP102803;15_logFC_6h_GSE3350;16_logFC_6h_GSE42896;17_logFC_6h_GSE59426;18_logFC_8h_GSE42007;19_logFC_12h_GSE42007;20_logFC_18h_GSE59741;21_logFC_24h_GSE42007;22_logFC_55h_SRP074436;23_logFC_72h_SRP214076;FDR_0.5h_PRJEB19862;FDR_0.5h_GSE18975;FDR_1h_GSE149410;FDR_1h_GSE18975;FDR_2h_GSE3350;FDR_2h_GSE35580;FDR_2h_GSE42896;FDR_2h_GSE627;FDR_3h_GSE18975;FDR_3h_GSE58028;FDR_4h_SRP033494;FDR_4h_GSE42007;FDR_4h_GSE7432;FDR_6h_SRP102803;FDR_6h_GSE3350;FDR_6h_GSE42896;FDR_6h_GSE59426;FDR_8h_GSE42007;FDR_12h_GSE42007;FDR_18h_GSE59741;FDR_24h_GSE42007;FDR_55h_SRP074436;FDR_72h_SRP214076
AT4G10400;AT4G10400;F-box/RNI-like/FBD-like domains-containing protein(AT4G10400);;7#11#16;3;2_3h;;;;;;;0.6;;;;0.7;;;;;1.2;;;;;;;;;;;;;;1.5E-02;;;;2.8E-04;;;;;1.2E-05;;;;;;;
AT4G26800;AT4G26800;Pentatricopeptide repeat (PPR) superfamily protein(AT4G26800);;7#11#16;3;2_3h;;;;;;;0.4;;;;1.2;;;;;0.9;;;;;;;;;;;;;;3.4E-02;;;;2.9E-05;;;;;1.7E-03;;;;;;;
AT3G25260;NPF4.1;Major facilitator superfamily protein(AT3G25260);;7#11#16;3;2_3h;;;;;;;0.4;;;;2.4;;;;;0.6;;;;;;;;;;;;;;3.1E-02;;;;2.9E-03;;;;;1.1E-03;;;;;;;
AT4G24200;AT4G24200;Transcription elongation factor (TFIIS) family protein(AT4G24200);;7#11#16;3;2_3h;;;;;;;0.5;;;;0.3;;;;;0.4;;;;;;;;;;;;;;1.7E-02;;;;4.1E-03;;;;;9.8E-03;;;;;;;
AT4G32730;PC-MYB1;Homeodomain-like protein(PC-MYB1);;7#11#16;3;2_3h;;;;;;;0.4;;;;0.3;;;;;0.4;;;;;;;;;;;;;;3.1E-02;;;;1.4E-02;;;;;5.9E-03;;;;;;;
AT4G37560;AT4G37560;Acetamidase/Formamidase family protein(AT4G37560);4#7;6;3;1h;;;;-0.4;;0.6;-0.4;;;;;;;;;;;;;;;;;;;;2.7E-02;;3.1E-02;3.2E-02;;;;;;;;;;;;;;;;
AT1G72960;AT1G72960;Root hair defective 3 GTP-binding protein (RHD3)(AT1G72960);1#13;6;3;0.5h;-0.4;;;;;0.5;;;;;;;-0.5;;;;;;;;;;;3.9E-02;;;;;4.3E-02;;;;;;;4.7E-02;;;;;;;;;;
AT2G17975;AT2G17975;zinc finger (Ran-binding) family protein(AT2G17975);7#16;6;3;2_3h;;;;;;0.5;-0.6;;;;;;;;;-0.6;;;;;;;;;;;;;3.8E-02;1.0E-02;;;;;;;;;7.2E-03;;;;;;;
AT5G12840;NF-YA1;nuclear factor Y, subunit A1(NF-YA1);7#16;6;3;2_3h;;;;;;0.8;-0.6;;;;;;;;;-0.6;;;;;;;;;;;;;3.7E-03;4.3E-02;;;;;;;;;1.3E-02;;;;;;;
AT4G37050;PLP4;PATATIN-like protein 4(PLP4);5#16;6;3;2_3h;;;;;-0.4;1.4;;;;;;;;;;-0.9;;;;;;;;;;;;3.0E-02;4.1E-03;;;;;;;;;;1.5E-02;;;;;;;
AT2G28760;UXS6;UDP-XYL synthase 6(UXS6);11#16;6;3;2_3h;;;;;;0.6;;;;;-0.4;;;;;-0.3;;;;;;;;;;;;;1.8E-02;;;;;2.3E-04;;;;;3.2E-02;;;;;;;
AT5G48730;AT5G48730;Pentatricopeptide repeat (PPR) superfamily protein(AT5G48730);9#22;6;3;2_3h;;;;;;0.6;;;-0.3;;;;;;;;;;;;;-1.1;;;;;;;4.0E-02;;;2.0E-02;;;;;;;;;;;;;2.7E-07;
AT3G48040;ROP10;RHO-related protein from plants 10(ROP10);7#22;6;3;2_3h;;;;;;0.5;-0.4;;;;;;;;;;;;;;;-0.5;;;;;;;3.5E-02;4.5E-02;;;;;;;;;;;;;;;9.4E-03;
AT1G43580;AT1G43580;Sphingomyelin synthetase family protein(AT1G43580);4#22;6;3;1h;;;;-0.3;;0.6;;;;;;;;;;;;;;;;-0.3;;;;;4.5E-03;;1.3E-02;;;;;;;;;;;;;;;;1.4E-02;
AT1G45160;AT1G45160;Protein kinase superfamily protein(AT1G45160);4#22;6;3;1h;;;;-0.4;;0.6;;;;;;;;;;;;;;;;-0.5;;;;;4.5E-03;;1.3E-02;;;;;;;;;;;;;;;;4.5E-05;
AT1G19010;AT1G19010;hypothetical protein(AT1G19010);2#22;6;3;0.5h;;-0.3;;;;0.4;;;;;;;;;;;;;;;;-0.6;;;4.7E-02;;;;3.5E-02;;;;;;;;;;;;;;;;2.9E-02;
AT3G44860;FAMT;farnesoic acid carboxyl-O-methyltransferase(FAMT);1#22;6;3;0.5h;-0.7;;;;;1.1;;;;;;;;;;;;;;;;-4.1;;1.6E-06;;;;;2.0E-02;;;;;;;;;;;;;;;;2.0E-10;
AT1G16920;RABA1b;RAB GTPase homolog A1B(RABA1b);11#22;6;3;2_3h;;;;;;0.7;;;;;-0.3;;;;;;;;;;;-0.4;;;;;;;4.1E-03;;;;;2.7E-03;;;;;;;;;;;2.3E-04;
AT3G07960;PIP5K6;Phosphatidylinositol-4-phosphate 5-kinase family protein(PIP5K6);;6-7#16;3;2_3h;;;;;;1.0;1.0;;;;;;;;;0.9;;;;;;;;;;;;;9.5E-04;3.1E-03;;;;;;;;;6.8E-04;;;;;;;
AT2G32570;;;;6-7#16;3;2_3h;;;;;;2.0;0.8;;;;;;;;;0.6;;;;;;;;;;;;;4.2E-04;1.7E-02;;;;;;;;;4.2E-03;;;;;;;
AT1G53980;AT1G53980;Ubiquitin-like superfamily protein(AT1G53980);;6-7#16;3;2_3h;;;;;;0.7;0.5;;;;;;;;;0.6;;;;;;;;;;;;;6.8E-03;1.7E-02;;;;;;;;;3.9E-03;;;;;;;
AT2G30030;;;;6-7#16;3;2_3h;;;;;;0.7;0.4;;;;;;;;;0.4;;;;;;;;;;;;;2.3E-02;3.3E-02;;;;;;;;;1.0E-02;;;;;;;
AT4G33720;AtCAPE3;CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT4G33720);10;6#9;3;2_3h;;;;;;0.5;;;1.1;-1.4;;;;;;;;;;;;;;;;;;;3.9E-02;;;1.4E-02;4.0E-02;;;;;;;;;;;;;
AT3G29635;AT3G29635;HXXXD-type acyl-transferase family protein(AT3G29635);15;6#9;3;2_3h;;;;;;0.7;;;0.5;;;;;;-0.6;;;;;;;;;;;;;;1.5E-02;;;3.6E-02;;;;;;1.7E-02;;;;;;;;
AT2G15120;;miscRNA(AT2G15120);16;6#9;3;2_3h;;;;;;1.1;;;0.6;;;;;;;-0.4;;;;;;;;;;;;;3.6E-03;;;2.9E-03;;;;;;;1.3E-02;;;;;;;
AT1G62430;CDS1;CDP-diacylglycerol synthase 1(CDS1);16;6#9;3;2_3h;;;;;;0.6;;;0.4;;;;;;;-0.4;;;;;;;;;;;;;4.1E-02;;;3.9E-03;;;;;;;8.8E-03;;;;;;;
AT4G29810;MKK2;MAP kinase kinase 2(MKK2);;6#9#22;3;2_3h;;;;;;0.7;;;0.3;;;;;;;;;;;;;1.1;;;;;;;5.4E-03;;;2.1E-02;;;;;;;;;;;;;3.5E-14;
AT1G18890;CDPK1;calcium-dependent protein kinase 1(CDPK1);;6#9#22;3;2_3h;;;;;;0.4;;;0.4;;;;;;;;;;;;;1.0;;;;;;;4.3E-02;;;1.7E-02;;;;;;;;;;;;;1.8E-15;
AT4G02550;AT4G02550;Myb/SANT-like DNA-binding domain protein(AT4G02550);;6#9#22;3;2_3h;;;;;;0.5;;;0.4;;;;;;;;;;;;;0.5;;;;;;;4.2E-02;;;9.5E-03;;;;;;;;;;;;;1.3E-02;
AT4G21170;AT4G21170;Tetratricopeptide repeat (TPR)-like superfamily protein(AT4G21170);;6#9#16;3;2_3h;;;;;;1.0;;;0.4;;;;;;;0.7;;;;;;;;;;;;;2.7E-02;;;1.2E-02;;;;;;;6.2E-04;;;;;;;
AT1G63560;AT1G63560;;;6#9#12;3;2_3h;;;;;;0.7;;;0.3;;;1.3;;;;;;;;;;;;;;;;;2.6E-02;;;3.4E-02;;;3.3E-02;;;;;;;;;;;
AT1G21320;AT1G21320;nucleic acid/nucleotide binding protein(AT1G21320);;6#8#22;3;2_3h;;;;;;1.2;;0.8;;;;;;;;;;;;;;5.3;;;;;;;9.2E-03;;1.4E-02;;;;;;;;;;;;;;4.4E-64;
AT4G11610;AT4G11610;C2 calcium/lipid-binding plant phosphoribosyltransferase family protein(AT4G11610);11;6#23;3;2_3h;;;;;;0.5;;;;;-0.4;;;;;;;;;;;;4.0;;;;;;1.2E-02;;;;;1.9E-02;;;;;;;;;;;;2.1E-02
AT3G03670;AT3G03670;Peroxidase superfamily protein(AT3G03670);10;6#22;3;2_3h;;;;;;0.9;;;;-1.2;;;;;;;;;;;;8.5;;;;;;;1.8E-02;;;;1.7E-02;;;;;;;;;;;;6.3E-11;
AT2G04450;NUDT6;nudix hydrolase homolog 6(NUDT6);4;6#22;3;1h;;;;-0.3;;1.2;;;;;;;;;;;;;;;;5.0;;;;;1.0E-02;;1.9E-03;;;;;;;;;;;;;;;;9.0E-77;
AT1G32860;AT1G32860;Glycosyl hydrolase superfamily protein(AT1G32860);16;6#22;3;2_3h;;;;;;0.4;;;;;;;;;;-0.3;;;;;;1.2;;;;;;;2.5E-02;;;;;;;;;;4.8E-02;;;;;;7.7E-08;
AT5G63135;AT5G63135;transcription termination factor(AT5G63135);17;6#22;3;2_3h;;;;;;0.5;;;;;;;;;;;-0.4;;;;;0.8;;;;;;;4.7E-02;;;;;;;;;;;3.5E-02;;;;;6.2E-06;
AT1G04690;KAB1;potassium channel beta subunit 1(KAB1);11;6#22;3;2_3h;;;;;;0.5;;;;;-0.2;;;;;;;;;;;0.6;;;;;;;2.2E-02;;;;;2.6E-03;;;;;;;;;;;5.7E-09;
AT1G70280;AT1G70280;NHL domain-containing protein(AT1G70280);9;6#22;3;2_3h;;;;;;0.8;;;-0.4;;;;;;;;;;;;;0.6;;;;;;;1.9E-02;;;6.0E-03;;;;;;;;;;;;;1.1E-05;
AT4G29680;AT4G29680;Alkaline-phosphatase-like family protein(AT4G29680);11;6#22;3;2_3h;;;;;;0.7;;;;;-0.3;;;;;;;;;;;0.3;;;;;;;1.6E-02;;;;;1.6E-03;;;;;;;;;;;2.1E-02;
AT1G03790;SOM;Zinc finger C-x8-C-x5-C-x3-H type family protein(SOM);;6#22-23;3;2_3h;;;;;;1.1;;;;;;;;;;;;;;;;7.8;5.8;;;;;;2.7E-02;;;;;;;;;;;;;;;;1.5E-09;6.5E-03
AT4G15150;AT4G15150;glycine-rich protein(AT4G15150);;6#22-23;3;2_3h;;;;;;0.9;;;;;;;;;;;;;;;;3.0;4.8;;;;;;3.7E-03;;;;;;;;;;;;;;;;2.3E-15;1.1E-02
AT4G35190;LOG5;Putative lysine decarboxylase family protein(LOG5);;6#22-23;3;2_3h;;;;;;1.4;;;;;;;;;;;;;;;;3.7;1.1;;;;;;5.0E-03;;;;;;;;;;;;;;;;3.8E-25;3.1E-02
AT2G26700;PID2;AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein(PID2);;6#21-22;3;2_3h;;;;;;0.9;;;;;;;;;;;;;;;0.7;1.0;;;;;;;2.7E-03;;;;;;;;;;;;;;;3.2E-02;2.5E-04;
AT1G16160;WAKL5;wall associated kinase-like 5(WAKL5);16;6#18;3;2_3h;;;;;;0.7;;;;;;;;;;-0.5;;0.6;;;;;;;;;;;9.7E-03;;;;;;;;;;4.3E-02;;1.1E-02;;;;;
AT1G12310;AT1G12310;Calcium-binding EF-hand family protein(AT1G12310);;6#18-19;3;2_3h;;;;;;0.4;;;;;;;;;;;;0.5;0.7;;;;;;;;;;3.9E-02;;;;;;;;;;;;1.3E-02;1.2E-02;;;;
AT5G12480;CPK7;calmodulin-domain protein kinase 7(CPK7);;6#18#22;3;2_3h;;;;;;0.6;;;;;;;;;;;;0.4;;;;0.3;;;;;;;1.6E-02;;;;;;;;;;;;4.9E-02;;;;1.8E-02;
AT1G77700;AT1G77700;Pathogenesis-related thaumatin superfamily protein(AT1G77700);16;6#17;3;2_3h;;;;;;0.5;;;;;;;;;;-0.5;0.7;;;;;;;;;;;;4.3E-02;;;;;;;;;;2.2E-03;5.0E-03;;;;;;
AT4G15910;DI21;drought-induced 21(DI21);;6#17#22;3;2_3h;;;;;;0.6;;;;;;;;;;;0.3;;;;;0.9;;;;;;;2.9E-02;;;;;;;;;;;3.1E-02;;;;;2.4E-12;
AT1G64580;AT1G64580;Pentatricopeptide repeat (PPR) superfamily protein(AT1G64580);20;6#16;3;2_3h;;;;;;0.7;;;;;;;;;;0.5;;;;-0.5;;;;;;;;;3.7E-03;;;;;;;;;;2.3E-03;;;;3.9E-02;;;
AT2G47920;NET3C;Kinase interacting (KIP1-like) family protein(NET3C);22;6#16;3;2_3h;;;;;;0.5;;;;;;;;;;0.8;;;;;;-1.6;;;;;;;2.7E-02;;;;;;;;;;2.9E-03;;;;;;1.2E-08;
AT5G37480;AT5G37480;maltase-glucoamylase, intestinal protein(AT5G37480);;6#16#22;3;2_3h;;;;;;0.5;;;;;;;;;;0.3;;;;;;0.9;;;;;;;4.9E-02;;;;;;;;;;1.1E-02;;;;;;1.3E-09;
AT3G25110;FaTA;fatA acyl-ACP thioesterase(FaTA);;6#16#22;3;2_3h;;;;;;0.6;;;;;;;;;;0.4;;;;;;0.9;;;;;;;1.0E-02;;;;;;;;;;1.8E-02;;;;;;8.0E-07;
AT2G38960;ERO2;endoplasmic reticulum oxidoreductins 2(ERO2);;6#16#22;3;2_3h;;;;;;0.6;;;;;;;;;;0.3;;;;;;0.7;;;;;;;9.1E-03;;;;;;;;;;3.2E-02;;;;;;9.1E-06;
AT5G14105;AT5G14105;hypothetical protein(AT5G14105);;6#16#22;3;2_3h;;;;;;0.4;;;;;;;;;;0.5;;;;;;0.6;;;;;;;4.1E-02;;;;;;;;;;1.2E-03;;;;;;4.1E-05;
AT1G34130;STT3B;staurosporin and temperature sensitive 3-like b(STT3B);;6#16#22;3;2_3h;;;;;;0.5;;;;;;;;;;0.4;;;;;;0.5;;;;;;;4.4E-02;;;;;;;;;;4.5E-02;;;;;;2.8E-08;
AT2G02230;PP2-B1;phloem protein 2-B1(PP2-B1);;6#16#22;3;2_3h;;;;;;0.7;;;;;;;;;;0.3;;;;;;0.5;;;;;;;2.0E-02;;;;;;;;;;2.6E-02;;;;;;3.0E-02;
AT1G47250;PAF2;20S proteasome alpha subunit F2(PAF2);;6#16#22;3;2_3h;;;;;;0.4;;;;;;;;;;0.4;;;;;;0.5;;;;;;;4.4E-02;;;;;;;;;;9.2E-03;;;;;;4.8E-03;
AT5G19680;AT5G19680;Leucine-rich repeat (LRR) family protein(AT5G19680);;6#16#22;3;2_3h;;;;;;0.4;;;;;;;;;;0.5;;;;;;0.4;;;;;;;3.7E-02;;;;;;;;;;4.1E-03;;;;;;2.9E-04;
AT3G03160;AT3G03160;B-cell receptor-associated-like protein(AT3G03160);;6#16#22;3;2_3h;;;;;;0.6;;;;;;;;;;0.3;;;;;;0.4;;;;;;;9.8E-03;;;;;;;;;;3.1E-02;;;;;;4.5E-04;
AT2G24470;AT2G24470;filament-like protein (DUF869)(AT2G24470);;6#15-16;3;2_3h;;;;;;1.3;;;;;;;;;2.8;3.0;;;;;;;;;;;;;4.7E-04;;;;;;;;;4.0E-04;1.5E-07;;;;;;;
AT5G53070;AT5G53070;Ribosomal protein L9/RNase H1(AT5G53070);;6#15-16;3;2_3h;;;;;;0.8;;;;;;;;;1.8;2.3;;;;;;;;;;;;;1.3E-02;;;;;;;;;1.1E-03;5.7E-06;;;;;;;
AT3G22670;AT3G22670;Pentatricopeptide repeat (PPR) superfamily protein(AT3G22670);;6#15-16;3;2_3h;;;;;;1.0;;;;;;;;;0.9;1.7;;;;;;;;;;;;;1.5E-02;;;;;;;;;1.8E-03;2.2E-04;;;;;;;
AT4G29170;ATMND1;Mnd1 family protein(ATMND1);;6#15-16;3;2_3h;;;;;;0.6;;;;;;;;;0.4;1.6;;;;;;;;;;;;;9.3E-03;;;;;;;;;3.1E-02;1.5E-04;;;;;;;
AT2G21090;AT2G21090;Pentatricopeptide repeat (PPR-like) superfamily protein(AT2G21090);;6#15-16;3;2_3h;;;;;;0.8;;;;;;;;;0.6;1.0;;;;;;;;;;;;;7.7E-03;;;;;;;;;7.9E-03;6.1E-05;;;;;;;
AT1G24360;AT1G24360;NAD(P)-binding Rossmann-fold superfamily protein(AT1G24360);;6#15-16;3;2_3h;;;;;;0.6;;;;;;;;;0.8;0.8;;;;;;;;;;;;;9.1E-03;;;;;;;;;3.4E-03;6.1E-05;;;;;;;
AT5G39600;AT5G39600;39S ribosomal protein(AT5G39600);;6#15-16;3;2_3h;;;;;;0.7;;;;;;;;;0.8;0.8;;;;;;;;;;;;;2.6E-02;;;;;;;;;2.0E-02;6.4E-05;;;;;;;
AT1G56170;NF-YC2;nuclear factor Y, subunit C2(NF-YC2);;6#15-16;3;2_3h;;;;;;0.7;;;;;;;;;1.3;0.6;;;;;;;;;;;;;4.8E-02;;;;;;;;;2.3E-03;4.2E-03;;;;;;;
AT1G31500;HESP;DNAse I-like superfamily protein(AT1G31500);;6#15-16;3;2_3h;;;;;;0.6;;;;;;;;;0.6;0.6;;;;;;;;;;;;;4.3E-02;;;;;;;;;1.4E-02;1.3E-03;;;;;;;
AT1G17070;STIPL1;GC-rich sequence DNA-binding factor-like protein with Tuftelin interacting domain-containing protein(STIPL1);;6#15-16;3;2_3h;;;;;;0.6;;;;;;;;;0.4;0.4;;;;;;;;;;;;;6.1E-03;;;;;;;;;3.7E-02;4.9E-03;;;;;;;
AT4G15880;ESD4;Cysteine proteinases superfamily protein(ESD4);;6#15-16;3;2_3h;;;;;;0.4;;;;;;;;;0.4;0.4;;;;;;;;;;;;;4.6E-02;;;;;;;;;3.1E-02;9.2E-03;;;;;;;
AT4G15280;UGT71B5;UDP-glucosyl transferase 71B5(UGT71B5);22;6#14;3;2_3h;;;;;;0.9;;;;;;;;3.9;;;;;;;;-1.9;;;;;;;9.7E-04;;;;;;;;2.8E-02;;;;;;;;1.0E-03;
AT1G58300;HO4;heme oxygenase 4(HO4);;6#13#22;3;2_3h;;;;;;3.5;;;;;;;1.1;;;;;;;;;4.5;;;;;;;5.1E-06;;;;;;;1.4E-02;;;;;;;;;4.9E-03;
AT4G27250;AT4G27250;NAD(P)-binding Rossmann-fold superfamily protein(AT4G27250);7;6#12;3;2_3h;;;;;;0.5;-0.6;;;;;0.6;;;;;;;;;;;;;;;;;3.1E-02;2.1E-02;;;;;2.3E-02;;;;;;;;;;;
AT5G61040;AT5G61040;hypothetical protein(AT5G61040);22;6#12;3;2_3h;;;;;;0.6;;;;;;0.4;;;;;;;;;;-1.1;;;;;;;2.1E-02;;;;;;4.8E-02;;;;;;;;;;5.7E-09;
AT1G26480;GRF12;general regulatory factor 12(GRF12);1;6#11;3;0.5h;-0.6;;;;;1.5;;;;;4.2;;;;;;;;;;;;;1.4E-08;;;;;4.5E-04;;;;;4.6E-03;;;;;;;;;;;;
AT3G60030;SPL12;squamosa promoter-binding protein-like 12(SPL12);22;6#11;3;2_3h;;;;;;0.7;;;;;0.5;;;;;;;;;;;-0.4;;;;;;;6.3E-03;;;;;7.9E-09;;;;;;;;;;;2.2E-03;
AT1G27210;AT1G27210;ARM repeat superfamily protein(AT1G27210);;6#11-12;3;2_3h;;;;;;0.6;;;;;0.5;1.0;;;;;;;;;;;;;;;;;8.1E-03;;;;;5.0E-07;2.3E-03;;;;;;;;;;;
AT5G13320;PBS3;Auxin-responsive GH3 family protein(PBS3);;6#11#22;3;2_3h;;;;;;1.7;;;;;2.7;;;;;;;;;;;7.7;;;;;;;2.9E-04;;;;;4.8E-03;;;;;;;;;;;4.5E-101;
AT1G80100;HP6;histidine phosphotransfer protein 6(HP6);;6#11#22;3;2_3h;;;;;;1.3;;;;;1.0;;;;;;;;;;;2.2;;;;;;;2.3E-02;;;;;4.1E-03;;;;;;;;;;;3.0E-12;
AT1G65980;TPX1;thioredoxin-dependent peroxidase 1(TPX1);;6#11#22;3;2_3h;;;;;;0.6;;;;;0.2;;;;;;;;;;;0.5;;;;;;;4.4E-03;;;;;5.1E-03;;;;;;;;;;;6.1E-10;
AT1G09960;SUT4;sucrose transporter 4(SUT4);;6#11#17;3;2_3h;;;;;;1.8;;;;;0.4;;;;;;0.4;;;;;;;;;;;;1.1E-03;;;;;2.5E-03;;;;;;7.2E-03;;;;;;
AT3G54570;AT3G54570;Plant calmodulin-binding protein-like protein(AT3G54570);;6#11#16;3;2_3h;;;;;;0.6;;;;;4.2;;;;;1.9;;;;;;;;;;;;;4.4E-02;;;;;5.2E-04;;;;;1.9E-06;;;;;;;
AT2G43260;AT2G43260;F-box and associated interaction domains-containing protein(AT2G43260);;6#11#16;3;2_3h;;;;;;0.5;;;;;0.6;;;;;0.8;;;;;;;;;;;;;2.8E-02;;;;;1.1E-03;;;;;4.2E-04;;;;;;;
AT5G38910;AT5G38910;RmlC-like cupins superfamily protein(AT5G38910);;6#11#16;3;2_3h;;;;;;1.2;;;;;2.8;;;;;0.6;;;;;;;;;;;;;1.4E-04;;;;;1.1E-07;;;;;2.5E-02;;;;;;;
AT1G61420;AT1G61420;S-locus lectin protein kinase family protein(AT1G61420);;6#11#16;3;2_3h;;;;;;0.7;;;;;0.8;;;;;0.5;;;;;;;;;;;;;9.8E-03;;;;;2.2E-03;;;;;1.7E-02;;;;;;;
AT3G61740;SDG14;SET domain protein 14(SDG14);;6#11#16;3;2_3h;;;;;;0.7;;;;;0.7;;;;;0.3;;;;;;;;;;;;;4.5E-03;;;;;2.9E-06;;;;;1.4E-02;;;;;;;
AT1G31850;AT1G31850;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G31850);15-16;5;3;2_3h;;;;;0.9;;;;;;;;;;-0.4;-0.4;;;;;;;;;;;;2.7E-03;;;;;;;;;;4.3E-02;2.1E-02;;;;;;;
AT5G58150;AT5G58150;Leucine-rich repeat protein kinase family protein(AT5G58150);15-16;5;3;2_3h;;;;;1.1;;;;;;;;;;-0.9;-1.3;;;;;;;;;;;;2.4E-03;;;;;;;;;;1.6E-03;5.9E-04;;;;;;;
AT2G30150;AT2G30150;UDP-Glycosyltransferase superfamily protein(AT2G30150);12#16;5;3;2_3h;;;;;0.7;;;;;;;-0.6;;;;-0.4;;;;;;;;;;;;5.0E-03;;;;;;;4.5E-02;;;;4.4E-02;;;;;;;
AT3G18040;MPK9;MAP kinase 9(MPK9);11#16;5;3;2_3h;;;;;0.5;;;;;;-0.3;;;;;-0.6;;;;;;;;;;;;2.0E-02;;;;;;4.1E-03;;;;;3.9E-03;;;;;;;
AT3G19450;ATCAD4;GroES-like zinc-binding alcohol dehydrogenase family protein(ATCAD4);15#22;5;3;2_3h;;;;;0.4;;;;;;;;;;-0.4;;;;;;;-1.0;;;;;;2.3E-02;;;;;;;;;;3.6E-02;;;;;;;4.0E-09;
AT1G15140;AT1G15140;FAD/NAD(P)-binding oxidoreductase(AT1G15140);11#22;5;3;2_3h;;;;;0.4;;;;;;-0.3;;;;;;;;;;;-1.5;;;;;;3.4E-02;;;;;;1.5E-02;;;;;;;;;;;3.2E-24;
AT1G21790;AT1G21790;TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein(AT1G21790);16#23;5;3;2_3h;;;;;0.8;;;;;;;;;;;-0.3;;;;;;;-0.8;;;;;9.4E-03;;;;;;;;;;;3.0E-02;;;;;;;1.7E-02
AT3G47520;MDH;malate dehydrogenase(MDH);;07.לאי;3;2_3h;;;;;0.5;0.5;0.6;;;;;;;;;;;;;;;;;;;;;2.1E-02;2.1E-02;2.6E-02;;;;;;;;;;;;;;;;
AT4G33440;AT4G33440;Pectin lyase-like superfamily protein(AT4G33440);;07.לאי;3;2_3h;;;;;0.6;0.6;0.5;;;;;;;;;;;;;;;;;;;;;9.9E-03;2.6E-02;1.3E-02;;;;;;;;;;;;;;;;
AT4G15130;CCT2;phosphorylcholine cytidylyltransferase2(CCT2);;07.לאי;3;2_3h;;;;;0.6;0.7;0.4;;;;;;;;;;;;;;;;;;;;;7.7E-03;1.6E-02;3.3E-02;;;;;;;;;;;;;;;;
AT4G27270;AT4G27270;Quinone reductase family protein(AT4G27270);;5-6#22;3;2_3h;;;;;0.6;0.5;;;;;;;;;;;;;;;;1.6;;;;;;8.5E-03;2.6E-02;;;;;;;;;;;;;;;;9.0E-34;
AT1G13180;DIS1;Actin-like ATPase superfamily protein(DIS1);;5-6#16;3;2_3h;;;;;0.6;0.6;;;;;;;;;;0.4;;;;;;;;;;;;2.2E-02;6.9E-03;;;;;;;;;;2.3E-03;;;;;;;
AT2G39725;AT2G39725;LYR family of Fe/S cluster biogenesis protein(AT2G39725);;5#9#22;3;2_3h;;;;;0.4;;;;0.3;;;;;;;;;;;;;1.0;;;;;;2.9E-02;;;;3.4E-02;;;;;;;;;;;;;1.9E-04;
AT1G62320;AT1G62320;ERD (early-responsive to dehydration stress) family protein(AT1G62320);11;5#7;3;2_3h;;;;;0.7;;0.8;;;;-0.4;;;;;;;;;;;;;;;;;6.7E-03;;9.3E-03;;;;2.8E-02;;;;;;;;;;;;
AT1G62045;AT1G62045;ankyrin repeat protein(AT1G62045);16;5#7;3;2_3h;;;;;1.0;;0.9;;;;;;;;;-0.3;;;;;;;;;;;;1.8E-02;;8.3E-04;;;;;;;;;4.4E-02;;;;;;;
AT5G64030;AT5G64030;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G64030);20;5#7;3;2_3h;;;;;0.9;;0.6;;;;;;;;;;;;;-0.7;;;;;;;;1.5E-02;;3.1E-02;;;;;;;;;;;;;3.4E-02;;;
AT4G01660;ABC1;ABC transporter 1(ABC1);20;5#7;3;2_3h;;;;;0.5;;0.4;;;;;;;;;;;;;-0.7;;;;;;;;2.3E-02;;2.8E-02;;;;;;;;;;;;;2.8E-02;;;
AT2G27820;PD1;prephenate dehydratase 1(PD1);22;5#7;3;2_3h;;;;;1.5;;0.8;;;;;;;;;;;;;;;-0.7;;;;;;5.5E-03;;2.3E-02;;;;;;;;;;;;;;;4.7E-03;
AT4G16790;AT4G16790;hydroxyproline-rich glycoprotein family protein(AT4G16790);;5#7#22;3;2_3h;;;;;0.7;;0.7;;;;;;;;;;;;;;;1.7;;;;;;6.8E-03;;2.2E-02;;;;;;;;;;;;;;;3.5E-11;
AT2G33710;AT2G33710;Integrase-type DNA-binding superfamily protein(AT2G33710);;5#7#22;3;2_3h;;;;;0.7;;1.1;;;;;;;;;;;;;;;1.4;;;;;;5.1E-03;;4.4E-04;;;;;;;;;;;;;;;3.5E-03;
